Date,Rep,Day,Treatment,Initial_ Chl,Removed_Water,Added_Distilled,Added_Algae,Final_Chl,Temp,Avg_Chl,Population,Observer,Total Vol,Refiltered,blank,notes
June_15,5,8,3,4.875,0,65,0,3.976,21,4.4255,2,AC/JW,,,,
June_15,5,8,3,4.875,0,65,0,3.976,21,4.4255,2,AC/JW,,,,
June_15,5,8,3,4.875,0,65,0,3.976,21,4.4255,2,AC/JW,,,,
June_15,5,8,3,4.875,0,65,0,3.976,21,4.4255,3,AC/JW,,,,
June_15,5,8,3,4.875,0,65,0,3.976,21,4.4255,0,AC/JW,,,,
June_15,5,8,3,4.875,0,65,0,3.976,21,4.4255,2,AC/JW,,,,
June_16,5,9,3,4.25,150,300,0,3.605,20.8,3.9275,,JW,,,0.369,
June_17,5,10,3,3.241,0,0,0,,21.3,3.241,,JW,,,-0.345,
June_18,5,11,3,1.315,0,0,2,3.747,22.8,2.531,,AP,,,0.015,
June_19,5,12,3,4.923,420,420,0,3.477,21.3,4.2,,JH,,,-0.38,
June_20,5,13,3,1.775,0,0,2,5.624,21.3,3.6995,,AP,,,-0.331,
June_21,5,14,3,4.75,30,180,0,3.433,21,4.0915,,JH,,,-0.31,
June_22,5,15,3,0.293,0,0,,,21.3,0.293,0,AC/JW,1100,,,no cladoceran trashed
June_22,5,15,3,0.293,0,0,,,21.3,0.293,0,AC/JW,,,,
June_22,5,15,3,0.293,0,0,,,21.3,0.293,0,AC/JW,,,,
June_22,5,15,3,0.293,0,0,,,21.3,0.293,0,AC/JW,,,,
June_22,5,15,3,0.293,0,0,,,21.3,0.293,0,AC/JW,,,,
June_22,5,15,3,0.293,0,0,,,21.3,0.293,0,AC/JW,,,,
June_22,5,15,3,0.293,0,0,,,21.3,0.293,0,AC/JW,,,,
June_22,5,15,3,0.293,0,0,,,21.3,0.293,0,AC/JW,,,,
June_8,6,1,10,9.387,,,,,21.1,9.387,1,JW/AC,,,-0.357,
June_9,6,2,10,9.062,0,0,0,,20.9,9.062,,JW,,,-0.448,
June_10,6,3,10,12.2,100,150,1,9.133,20.9,10.6665,,JW,,,-0.471,
June_11,6,4,10,4.556,0,0,2,10.91,21.5,7.733,,AP,,,-0.461,
June_12,6,5,10,10.85,0,0,0,10.85,20.9,10.85,,JH,,,-0.385,
June_13,6,6,10,9.555,0,0,0.5,10.27,20.9,9.9125,,JH,,,-0.425,
June_14,6,7,10,13.51,150,200,0,10.72,21,12.115,,JH,,,0.587,
June_15,6,8,10,12.35,80,140,0,10.97,21.1,11.66,1,AC/JW,1050,,,
June_15,6,8,10,12.35,80,140,0,10.97,21.1,11.66,6,AC/JW,,,,
June_15,6,8,10,12.35,80,140,0,10.97,21.1,11.66,5,AC/JW,,,,
June_15,6,8,10,12.35,80,140,0,10.97,21.1,11.66,2,AC/JW,,,,
June_15,6,8,10,12.35,80,140,0,10.97,21.1,11.66,3,AC/JW,,,,
June_15,6,8,10,12.35,80,140,0,10.97,21.1,11.66,3,AC/JW,,,,
June_15,6,8,10,12.35,80,140,0,10.97,21.1,11.66,4,AC/JW,,,,
June_15,6,8,10,12.35,80,140,0,10.97,21.1,11.66,2,AC/JW,,,,
June_16,6,9,10,14.12,200,200,0,10.6,20.8,12.36,,JW,,,0.369,
June_17,6,10,10,6.884,250,250,5,11.2,21.6,9.042,,JW,,,-0.345,
June_18,6,11,10,6.567,0,0,5,9.97,22.5,8.2685,,AP,,,0.015,
June_19,6,12,10,14.95,350,350,0,10.52,21.2,12.735,,JH,,,-0.38,
June_20,6,13,10,5.311,0,0,5,9.99,21.3,7.6505,,AP,,,-0.331,
June_21,6,14,10,15.79,175,250,0,10.48,21.2,13.135,,JH,,,-0.31,
June_22,6,15,10,11.09,0,0,0,0,21.4,5.545,0,AC/JW,1100,y,,found 1 so left/ copepods
June_22,6,15,10,11.09,0,0,0,0,21.4,5.545,0,AC/JW,,,,
June_22,6,15,10,11.09,0,0,0,0,21.4,5.545,0,AC/JW,,,,
June_22,6,15,10,11.09,0,0,0,0,21.4,5.545,0,AC/JW,,,,
June_22,6,15,10,11.09,0,0,0,0,21.4,5.545,0,AC/JW,,,,
June_22,6,15,10,11.09,0,0,0,0,21.4,5.545,0,AC/JW,,,,
June_22,6,15,10,11.09,0,0,0,0,21.4,5.545,0,AC/JW,,,,
June_22,6,15,10,11.09,0,0,0,0,21.4,5.545,0,AC/JW,,,,
June_23,6,16,10,8.274,0,100,1,11.2,20.8,9.737,,JW,,,-0.346,
June_24,6,17,10,10.92,0,0,0,,20.7,10.92,,JW,,,0.064,
June_25,6,18,10,4.73,0,0,0.75,9.146,20.5,6.938,,AP,,,-0.274,
June_26,6,19,10,15.87,400,560,0,10.47,21,13.17,,JH,,,-0.315,
June_27,6,20,10,10.64,0,0,0,,20.7,10.64,,JH,,,-0.324,
June_28,6,21,10,12.05,160,160,0,10.1,21.4,11.075,,JH,,,-0.353,
June_29,6,22,10,0.676,,,,,21.9,0.676,0,JW,,,-0.054,
June_29,6,22,10,0.676,,,,,21.9,0.676,0,JW,,,-0.054,
June_29,6,22,10,0.676,,,,,21.9,0.676,0,JW,,,-0.054,
June_29,6,22,10,0.676,,,,,21.9,0.676,0,JW,,,-0.054,
June_29,6,22,10,0.676,,,,,21.9,0.676,0,JW,,,-0.054,
June_29,6,22,10,0.676,,,,,21.9,0.676,0,JW,,,-0.054,
June_29,6,22,10,0.676,,,,,21.9,0.676,0,JW,,,-0.054,
June_29,6,22,10,0.676,,,,,21.9,0.676,0,JW,,,-0.054,
June_4,7,1,10,9.713,,,,,21.6,9.713,1,JW/AC,,,-0.465,started with 30
June_5,7,2,10,7.761,0,0,4,10,20.9,8.8805,,JH,,,-0.443,
June_6,7,3,10,9.587,0,0,0,9.587,20.5,9.587,,JH,,,0.514,
June_7,7,4,10,9.061,0,0,0.5,9.769,20.4,9.415,,JH,,,-0.501,
June_8,7,5,10,9.543,0,0,0,,20.7,9.543,,AC,,,-0.357,
June_9,7,6,10,9.183,0,0,0,,20.8,9.183,,JW,,,-0.448,
June_10,7,7,10,9.493,0,0,0,,21,9.493,,JW,,,-0.471,
June_11,7,8,10,7.917,0,0,1.5,10.23,21.4,9.0735,9,AP,970,,-0.461,copepods
June_11,7,8,10,7.917,0,0,1.5,10.23,21.4,9.0735,9,AP/JW,,,-0.461,
June_11,7,8,10,7.917,0,0,1.5,10.23,21.4,9.0735,8,AP/JW,,,-0.461,
June_11,7,8,10,7.917,0,0,1.5,10.23,21.4,9.0735,4,AP/JW,,,-0.461,
June_11,7,8,10,7.917,0,0,1.5,10.23,21.4,9.0735,4,AP/JW,,,-0.461,
June_11,7,8,10,7.917,0,0,1.5,10.23,21.4,9.0735,5,AP/JW,,,-0.461,
June_11,7,8,10,7.917,0,0,1.5,10.23,21.4,9.0735,8,AP/JW,,,-0.461,
June_11,7,8,10,7.917,0,0,1.5,10.23,21.4,9.0735,8,AP/JW,,,-0.461,
June_12,7,9,10,7.304,0,0,12,10,21.3,8.652,,JH,,,-0.385,
June_13,7,10,10,9.036,0,0,2,10.33,21,9.683,,JH,,,-0.425,
June_14,7,11,10,4.603,0,216,6,10.58,21.4,7.5915,,JH,,y,0.587,
June_15,7,12,10,3.9,0,0,6,9.901,21,6.9005,,AC,,,,
June_16,7,13,10,3.76,0,0,15,11.87,20.8,7.815,,JW,,,0.369,
June_17,7,14,10,4.589,300,450,15,10.76,21.4,7.6745,,JW,,,-0.345,
June_18,7,15,10,5.669,0,0,7,10.08,22.5,7.8745,16,AP/JW,1150,,0.015,
June_18,7,15,10,5.669,0,0,7,10.08,22.5,7.8745,15,AP/JW,,,0.015,
June_18,7,15,10,5.669,0,0,7,10.08,22.5,7.8745,20,AP/JW,,,0.015,
June_18,7,15,10,5.669,0,0,7,10.08,22.5,7.8745,24,AP/JW,,,0.015,
June_18,7,15,10,5.669,0,0,7,10.08,22.5,7.8745,18,AP/JW,,,0.015,
June_18,7,15,10,5.669,0,0,7,10.08,22.5,7.8745,15,AP/JW,,,0.015,
June_18,7,15,10,5.669,0,0,7,10.08,22.5,7.8745,21,AP/JW,,,0.015,
June_18,7,15,10,5.669,0,0,7,10.08,22.5,7.8745,16,AP/JW,,,0.015,
June_19,7,16,10,7.372,0,0,8,10.54,21.3,8.956,,JH,,,-0.38,
June_20,7,17,10,4.415,0,0,17,9.664,21.4,7.0395,,AP,,,-0.331,
June_21,7,18,10,7.565,0,0,12,10.11,21.2,8.8375,,JH,,,-0.31,
June_22,7,19,10,2.97,0,0,7,9.155,21.2,6.0625,,AC,,,,
June_23,7,20,10,6.257,0,0,4,10.63,20.9,8.4435,,JW,,,-0.346,
June_24,7,21,10,6.2,0,0,6,10.71,20.6,8.455,,JW,,,0.064,
June_25,7,22,10,6.564,0,0,0.5,9.333,20.8,7.9485,24,AP/JW,1000,,-0.274,
June_25,7,22,10,6.564,0,0,0.5,9.333,20.8,7.9485,38,AP/JW,,,-0.274,
June_25,7,22,10,6.564,0,0,0.5,9.333,20.8,7.9485,30,AP/JW,,,-0.274,
June_25,7,22,10,6.564,0,0,0.5,9.333,20.8,7.9485,37,AP/JW,,,-0.274,
June_25,7,22,10,6.564,0,0,0.5,9.333,20.8,7.9485,31,AP/JW,,,-0.274,
June_25,7,22,10,6.564,0,0,0.5,9.333,20.8,7.9485,37,AP/JW,,,-0.274,
June_25,7,22,10,6.564,0,0,0.5,9.333,20.8,7.9485,25,AP/JW,,,-0.274,
June_25,7,22,10,6.564,0,0,0.5,9.333,20.8,7.9485,29,AP/JW,,,-0.274,
June_26,7,23,10,6.114,0,80,2,10.49,21.2,8.302,,JH,,,-0.315,
June_27,7,24,10,7.216,240,240,2,10.02,21.3,8.618,,JH,,,-0.324,
June_28,7,25,10,4.372,40,40,1.5,10.28,21.5,7.326,,JH,,,-0.353,
June_29,7,26,10,4.999,0,0,2,9.897,21.8,7.448,,JW,,,-0.054,
June_30,7,27,10,2.154,0,0,6,9.525,22.2,5.8395,,JW,,,-0.287,
July_1,7,28,10,4.692,0,0,3,9.561,22.1,7.1265,,JW,,,-0.187,
July_2,7,29,10,3.033,0,0,3,9.56,22.1,6.2965,47,AP/JW,1140,,-0.272,
July_2,7,29,10,3.033,0,0,3,9.56,22.1,6.2965,43,AP/JW,,,-0.272,
July_2,7,29,10,3.033,0,0,3,9.56,22.1,6.2965,43,AP/JW,,,-0.272,
July_2,7,29,10,3.033,0,0,3,9.56,22.1,6.2965,48,AP/JW,,,-0.272,
July_2,7,29,10,3.033,0,0,3,9.56,22.1,6.2965,37,AP/JW,,,-0.272,
July_2,7,29,10,3.033,0,0,3,9.56,22.1,6.2965,52,AP/JW,,,-0.272,
July_2,7,29,10,3.033,0,0,3,9.56,22.1,6.2965,33,AP/JW,,,-0.272,
July_2,7,29,10,3.033,0,0,3,9.56,22.1,6.2965,39,AP/JW,,,-0.272,
July_3,7,30,10,5.193,0,0,2,10.01,22.3,7.6015,,JH,,,-0.254,
July_4,7,31,10,4.565,480,640,4,10.39,21.9,7.4775,,JH,,,-0.254,
July_5,7,32,10,3.86,0,0,0.5,9.702,22.1,6.781,,JH,,,0.193,
July_6,7,33,10,2.519,0,0,22,10.21,21.5,6.3645,,AC,,,,
July_8,7,35,10,2.609,0,0,8,9.004,21.3,5.8065,,JW,,,-0.354,
July_9,7,36,10,4.503,0,0,4,10.02,22.2,7.2615,38,AP/JW,1150,y,-0.405,
July_9,7,36,10,4.503,0,0,4,10.02,22.2,7.2615,29,AP/JW,,,-0.405,
July_9,7,36,10,4.503,0,0,4,10.02,22.2,7.2615,30,AP/JW,,,-0.405,
July_9,7,36,10,4.503,0,0,4,10.02,22.2,7.2615,21,AP/JW,,,-0.405,
July_9,7,36,10,4.503,0,0,4,10.02,22.2,7.2615,24,AP/JW,,,-0.405,
July_9,7,36,10,4.503,0,0,4,10.02,22.2,7.2615,20,AP/JW,,,-0.405,
July_9,7,36,10,4.503,0,0,4,10.02,22.2,7.2615,20,AP/JW,,,-0.405,
July_9,7,36,10,4.503,0,0,4,10.02,22.2,7.2615,24,AP/JW,,,-0.405,
July_10,7,37,10,3.994,0,0,1.5,10.09,21.3,7.042,,JH,,,-0.439,
July_11,7,38,10,4.836,200,120,4,10.44,21.4,7.638,,JH,,,-0.224,
July_12,7,39,10,3.125,0,40,3,10.42,22.1,6.7725,,JH,,,-0.305,
July_13,7,40,10,2.738,0,0,5,10.17,21.7,6.454,,AC,,,-0.359,
July_14,7,41,10,1.714,0,0,8,9.261,22,5.4875,,JW,,,-0.335,
July_15,7,42,10,1.151,0,0,1,2.713,22,1.932,,JW,,,-0.404,
July_16,7,43,10,2.003,0,0,19,10.44,23,6.2215,74,AP,1000,,-0.38,
July_16,7,43,10,2.003,0,0,19,10.44,23,6.2215,61,AP,,,-0.38,
July_16,7,43,10,2.003,0,0,19,10.44,23,6.2215,61,AP,,,-0.38,
July_16,7,43,10,2.003,0,0,19,10.44,23,6.2215,61,AP,,,-0.38,
July_16,7,43,10,2.003,0,0,19,10.44,23,6.2215,66,AP,,,-0.38,
July_16,7,43,10,2.003,0,0,19,10.44,23,6.2215,58,AP,,,-0.38,
July_16,7,43,10,2.003,0,0,19,10.44,23,6.2215,54,AP,,,-0.38,
July_16,7,43,10,2.003,0,0,19,10.44,23,6.2215,55,AP,,,-0.38,
July_17,7,44,10,4.281,0,100,1.75,10.39,21.4,7.3355,,JH,,,-0.38,
July_18,7,45,10,4.811,0,0,2,10.21,21.5,7.5105,,JH,,,-0.21,
July_19,7,46,10,5.377,0,0,1.5,10.09,21.4,7.7335,,JH,,,-0.362,
July_20,7,47,10,5.527,0,0,3,10.69,21.9,8.1085,,AC,,,-0.262,
July_7,7,34,10,2.336,0,0,9,9.161,21.2,5.7485,,JW,,,-0.293,
July_21,7,48,10,2.637,0,0,14,11.23,21.9,6.9335,,JW,,,-0.353,
July_22,7,49,10,3.686,0,0,5,9.285,21.8,6.4855,,JW,,,0.294,
July_23,7,50,10,7.685,0,0,0,,22.4,7.685,55,AP/JW,1000,,-0.345,
July_23,7,50,10,7.685,0,0,0,,22.4,7.685,50,AP/JW,,,-0.345,
July_23,7,50,10,7.685,0,0,0,,22.4,7.685,50,AP/JW,,,-0.345,
July_23,7,50,10,7.685,0,0,0,,22.4,7.685,60,AP/JW,,,-0.345,
July_23,7,50,10,7.685,0,0,0,,22.4,7.685,74,AP/JW,,,-0.345,
July_23,7,50,10,7.685,0,0,0,,22.4,7.685,61,AP/JW,,,-0.345,
July_23,7,50,10,7.685,0,0,0,,22.4,7.685,51,AP/JW,,,-0.345,
July_23,7,50,10,7.685,0,0,0,,22.4,7.685,68,AP/JW,,,-0.345,
June_5,8,1,10,10.79,,,,,20.4,10.79,1,JW/JH,,,-0.443,
June_6,8,2,10,9.019,0,0,1,10.17,20.5,9.5945,,JH,,,0.514,
June_7,8,3,10,10.27,0,0,0,10.27,20.6,10.27,,JH,,,-0.501,
June_8,8,4,10,10.83,0,0,0,,20.8,10.83,,AC,,,-0.357,
June_9,8,5,10,12.58,100,150,0,10.23,21,11.405,,JW,,,-0.448,
June_10,8,6,10,6.794,0,0,2,9.263,20.9,8.0285,,JW,,,-0.471,
June_11,8,7,10,2.331,0,0,6,9.454,21.5,5.8925,,AP,,,-0.461,
June_12,8,8,10,10.87,0,0,0,10.87,21.4,10.87,3,JH/JW,1070,,-0.385,some copepods
June_12,8,8,10,10.87,0,0,0,10.87,21.4,10.87,5,JH/JW,,,-0.385,
June_12,8,8,10,10.87,0,0,0,10.87,21.4,10.87,6,JH/JW,,,-0.385,
June_12,8,8,10,10.87,0,0,0,10.87,21.4,10.87,6,JH/JW,,,-0.385,
June_12,8,8,10,10.87,0,0,0,10.87,21.4,10.87,2,JH/JW,,,-0.385,
June_12,8,8,10,10.87,0,0,0,10.87,21.4,10.87,2,JH/JW,,,-0.385,
June_12,8,8,10,10.87,0,0,0,10.87,21.4,10.87,6,JH/JW,,,-0.385,
June_12,8,8,10,10.87,0,0,0,10.87,21.4,10.87,4,JH/JW,,,-0.385,
June_13,8,9,10,9.789,0,0,0,9.789,21,9.789,,JH,,,-0.425,
June_14,8,10,10,7.964,0,0,8,10.63,21,9.297,,JH,,,0.587,
June_15,8,11,10,3.826,0,0,6,9.772,20.9,6.799,,AC,,,,
June_16,8,12,10,4.564,0,0,10,10.34,20.6,7.452,,JW,,,0.369,
June_17,8,13,10,5.598,0,0,5,9.669,21.5,7.6335,,JW,,,-0.345,
June_18,8,14,10,2.637,0,0,9,9.611,22.6,6.124,,AP,,,0.015,
June_19,8,15,10,8.125,0,70,8,10.4,21.4,9.2625,12,JH/JW,930,,-0.38,
June_19,8,15,10,8.125,0,70,8,10.4,21.4,9.2625,12,JH/JW,,,-0.38,
June_19,8,15,10,8.125,0,70,8,10.4,21.4,9.2625,14,JH/JW,,,-0.38,
June_19,8,15,10,8.125,0,70,8,10.4,21.4,9.2625,16,JH/JW,,,-0.38,
June_19,8,15,10,8.125,0,70,8,10.4,21.4,9.2625,13,JH/JW,,,-0.38,
June_19,8,15,10,8.125,0,70,8,10.4,21.4,9.2625,13,JH/JW,,,-0.38,
June_19,8,15,10,8.125,0,70,8,10.4,21.4,9.2625,19,JH/JW,,,-0.38,
June_19,8,15,10,8.125,0,70,8,10.4,21.4,9.2625,16,JH/JW,,,-0.38,
June_20,8,16,10,6.785,0,0,14,9.101,,7.943,,AP,,,-0.331,
June_21,8,17,10,8.732,0,0,7,10.09,21.2,9.411,,JH,,,-0.31,
June_22,8,18,10,4.108,0,50,3,10.53,21.3,7.319,,AC,,,,
June_23,8,19,10,9.015,0,0,0,,21.4,9.015,,JW,,,-0.346,
June_24,8,20,10,7.348,0,0,3,10.41,20.6,8.879,,JW,,,0.064,
June_25,8,21,10,6.457,0,0,0.5,9.06,20.4,7.7585,,AP,,,-0.274,
June_26,8,22,10,8.926,0,80,1,10.34,21.3,9.633,19,JH/JW,1140,y,-0.315,full count 448
June_26,8,22,10,8.926,0,80,1,10.34,21.3,9.633,25,JH/JW,,,-0.315,
June_26,8,22,10,8.926,0,80,1,10.34,21.3,9.633,19,JH/JW,,,-0.315,
June_26,8,22,10,8.926,0,80,1,10.34,21.3,9.633,15,JH/JW,,,-0.315,
June_26,8,22,10,8.926,0,80,1,10.34,21.3,9.633,19,JH/JW,,,-0.315,
June_26,8,22,10,8.926,0,80,1,10.34,21.3,9.633,18,JH/JW,,,-0.315,
June_26,8,22,10,8.926,0,80,1,10.34,21.3,9.633,22,JH/JW,,,-0.315,
June_26,8,22,10,8.926,0,80,1,10.34,21.3,9.633,18,JH/JW,,,-0.315,
June_27,8,23,10,5.839,320,320,2,9.744,21,7.7915,,JH,,,-0.324,
June_28,8,24,10,6.503,0,0,1,10.34,21.3,8.4215,,JH,,,-0.353,
June_29,8,25,10,3.911,0,0,1.5,10.51,21.7,7.2105,,JW,,,-0.054,
June_30,8,26,10,4.736,0,0,4,10.01,22.1,7.373,,JW,,,-0.287,
July_1,8,27,10,3.495,0,0,3,10.73,22,7.1125,,JW,,,-0.187,
July_2,8,28,10,6.565,0,0,3,10.79,22,8.6775,,AP,,,-0.272,
July_3,8,29,10,11.46,160,160,0,10.13,21.8,10.795,40,JH/JW,1080,,-0.254,
July_3,8,29,10,11.46,160,160,0,10.13,21.8,10.795,37,JH/JW,,,-0.254,
July_3,8,29,10,11.46,160,160,0,10.13,21.8,10.795,45,JH/JW,,,-0.254,
July_3,8,29,10,11.46,160,160,0,10.13,21.8,10.795,47,JH/JW,,,-0.254,
July_3,8,29,10,11.46,160,160,0,10.13,21.8,10.795,44,JH/JW,,,-0.254,
July_3,8,29,10,11.46,160,160,0,10.13,21.8,10.795,38,JH/JW,,,-0.254,
July_3,8,29,10,11.46,160,160,0,10.13,21.8,10.795,41,JH/JW,,,-0.254,
July_3,8,29,10,11.46,160,160,0,10.13,21.8,10.795,45,JH/JW,,,-0.254,
July_4,8,30,10,6.591,0,160,1,10.47,21.8,8.5305,,JH,,,-0.254,
July_5,8,31,10,7.496,0,0,0.25,9.998,22.2,8.747,,JH,,,0.193,
July_6,8,32,10,7.634,0,0,8,10.7,21.6,9.167,,AC,,,,
July_8,8,34,10,5.439,0,0,4,10.57,21.4,8.0045,,JW,,,-0.354,
July_9,8,35,10,5.648,0,0,2,9.395,21.7,7.5215,,AP,,,-0.405,
July_10,8,36,10,11.59,0,80,0,10.03,21.4,10.81,41,JH/JW,1140,,-0.439,
July_10,8,36,10,11.59,0,80,0,10.03,21.4,10.81,34,JH/JW,,,-0.439,
July_10,8,36,10,11.59,0,80,0,10.03,21.4,10.81,40,JH/JW,,,-0.439,
July_10,8,36,10,11.59,0,80,0,10.03,21.4,10.81,32,JH/JW,,,-0.439,
July_10,8,36,10,11.59,0,80,0,10.03,21.4,10.81,35,JH/JW,,,-0.439,
July_10,8,36,10,11.59,0,80,0,10.03,21.4,10.81,35,JH/JW,,,-0.439,
July_10,8,36,10,11.59,0,80,0,10.03,21.4,10.81,39,JH/JW,,,-0.439,
July_10,8,36,10,11.59,0,80,0,10.03,21.4,10.81,31,JH/JW,,,-0.439,
July_11,8,37,10,8.394,80,0,0.25,9.835,21.7,9.1145,,JH,,,-0.224,
July_12,8,38,10,5.711,0,0,1.5,10.27,21.5,7.9905,,JH,,,-0.305,
July_13,8,39,10,6.739,0,0,2,9.418,21.9,8.0785,,AC,,,-0.359,
July_14,8,40,10,4.585,0,0,2.5,9.256,21.9,6.9205,,JW,,,-0.335,
July_15,8,41,10,4.75,0,0,8,9.784,21.9,7.267,,JW,,,-0.404,
July_16,8,42,10,5.2517,0,0,10,11.64,22.1,8.44585,,AP,,,-0.38,
July_17,8,43,10,10.86,0,160,0.05,10.12,21.8,10.49,7,JH/JW,1000,,-0.38,
July_17,8,43,10,10.86,0,160,0.05,10.12,21.8,10.49,13,JH/JW,,,-0.38,
July_17,8,43,10,10.86,0,160,0.05,10.12,21.8,10.49,10,JH/JW,,,-0.38,
July_17,8,43,10,10.86,0,160,0.05,10.12,21.8,10.49,9,JH/JW,,,-0.38,
July_17,8,43,10,10.86,0,160,0.05,10.12,21.8,10.49,16,JH/JW,,,-0.38,
July_17,8,43,10,10.86,0,160,0.05,10.12,21.8,10.49,11,JH/JW,,,-0.38,
July_17,8,43,10,10.86,0,160,0.05,10.12,21.8,10.49,10,JH/JW,,,-0.38,
July_17,8,43,10,10.86,0,160,0.05,10.12,21.8,10.49,13,JH/JW,,,-0.38,
July_18,8,44,10,7.608,0,20,0.75,10.32,21.7,8.964,,JH,,,-0.21,
July_19,8,45,10,8.363,0,0,0.75,10.29,21.5,9.3265,,JH,,,-0.362,
July_20,8,46,10,7.267,0,0,2,10.02,21.8,8.6435,,AC,,,-0.262,
July_7,8,33,10,4.805,0,0,4,9.017,21.3,6.911,,JW,,,-0.293,
July_21,8,47,10,5.375,0,0,6,10.94,21.8,8.1575,,JW,,,-0.353,
July_22,8,48,10,5.113,0,0,6,9.903,21.8,7.508,,JW,,,0.294,
July_23,8,49,10,6.124,0,0,6,10.42,21.8,8.272,,AP,,,-0.345,
July_24,8,50,10,11.31,0,0,0,,22.5,11.31,4,JH/JW,,,-0.036,copepods
July_24,8,50,10,11.31,0,0,0,,22.5,11.31,5,JH/JW,,,-0.036,
July_24,8,50,10,11.31,0,0,0,,22.5,11.31,1,JH/JW,,,-0.036,
July_24,8,50,10,11.31,0,0,0,,22.5,11.31,4,JH/JW,,,-0.036,
July_24,8,50,10,11.31,0,0,0,,22.5,11.31,0,JH/JW,,,-0.036,
July_24,8,50,10,11.31,0,0,0,,22.5,11.31,3,JH/JW,,,-0.036,
July_24,8,50,10,11.31,0,0,0,,22.5,11.31,4,JH/JW,,,-0.036,
July_24,8,50,10,11.31,0,0,0,,22.5,11.31,0,JH/JW,,,-0.036,
June_6,9,1,10,10.38,,,,,20.1,10.38,1,JW/JH,,,0.514,
June_7,9,2,10,8.733,0,0,1,9.673,20.6,9.203,,JH,,,-0.501,
June_8,9,3,10,11.01,0,0,0,,20.9,11.01,,AC,,,-0.357,
June_9,9,4,10,12.77,100,100,0,9.832,21.1,11.301,,JW,,,-0.448,
June_10,9,5,10,9.714,0,0,0,,20.9,9.714,,JW,,,-0.471,
June_11,9,6,10,4.046,0,0,5,10.52,21.5,7.283,,AP,,,-0.461,
June_12,9,7,10,13.87,300,350,0,10.7,20.8,12.285,,JH,,,-0.385,
June_13,9,8,10,10.83,0,0,0,10.83,21,10.83,1,JH/JW,1000,,-0.425,
June_13,9,8,10,10.83,0,0,0,10.83,21,10.83,1,JH/JW,,,-0.425,
June_13,9,8,10,10.83,0,0,0,10.83,21,10.83,0,JH/JW,,,-0.425,
June_13,9,8,10,10.83,0,0,0,10.83,21,10.83,0,JH/JW,,,-0.425,
June_13,9,8,10,10.83,0,0,0,10.83,21,10.83,1,JH/JW,,,-0.425,
June_13,9,8,10,10.83,0,0,0,10.83,21,10.83,0,JH/JW,,,-0.425,
June_13,9,8,10,10.83,0,0,0,10.83,21,10.83,0,JH/JW,,,-0.425,
June_13,9,8,10,10.83,0,0,0,10.83,21,10.83,1,JH/JW,,,-0.425,
June_14,9,9,10,9.93,0,0,0,9.93,20.8,9.93,,JH,,,0.587,
June_15,9,10,10,9.457,0,0,0,,20.9,9.457,,AC,,,,
June_16,9,11,10,9.07,0,0,0,,20.8,9.07,,JW,,,0.369,
June_17,9,12,10,6.676,0,100,5,11.09,21.1,8.883,,JW,,,-0.345,
June_18,9,13,10,6.645,0,0,4,9.843,22.8,8.244,,AP,,,0.015,
June_19,9,14,10,6.743,9,0,0,10.61,21.4,8.6765,,JH,,,-0.38,
June_20,9,15,10,7.204,0,0,4,9.36,21.4,8.282,0,AP/JW,990,y,-0.331,total count 25 indiv cladoceran/ refil for copepods
June_20,9,15,10,7.204,0,0,4,9.36,21.4,8.282,2,AP/JW,,,-0.331,
June_20,9,15,10,7.204,0,0,4,9.36,21.4,8.282,0,AP/JW,,,-0.331,
June_20,9,15,10,7.204,0,0,4,9.36,21.4,8.282,3,AP/JW,,,-0.331,
June_20,9,15,10,7.204,0,0,4,9.36,21.4,8.282,0,AP/JW,,,-0.331,
June_20,9,15,10,7.204,0,0,4,9.36,21.4,8.282,0,AP/JW,,,-0.331,
June_20,9,15,10,7.204,0,0,4,9.36,21.4,8.282,0,AP/JW,,,-0.331,
June_20,9,15,10,7.204,0,0,4,9.36,21.4,8.282,0,AP/JW,,,-0.331,
June_21,9,16,10,9.199,0,0,4,9.924,21.1,9.5615,,JH,,,-0.31,
June_22,9,17,10,5.33,0,0,3,10.21,21,7.77,,AC,,,,
June_23,9,18,10,8.935,0,0,1,9.968,20.8,9.4515,,JW,,,-0.346,
June_24,9,19,10,8.265,0,0,2,11.78,20.5,10.0225,,JW,,,0.064,
June_25,9,20,10,3.673,0,0,1,9.499,20.4,6.586,,AP,,,-0.274,
June_26,9,21,10,13.13,0,320,0,10.46,21,11.795,,JH,,,-0.315,
June_27,9,22,10,11.34,0,160,0,10.06,21,10.7,6,JH/JW,1110,,-0.324,
June_27,9,22,10,11.34,0,160,0,10.06,21,10.7,9,JH/JW,,,-0.324,
June_27,9,22,10,11.34,0,160,0,10.06,21,10.7,11,JH/JW,,,-0.324,
June_27,9,22,10,11.34,0,160,0,10.06,21,10.7,2,JH/JW,,,-0.324,
June_27,9,22,10,11.34,0,160,0,10.06,21,10.7,7,JH/JW,,,-0.324,
June_27,9,22,10,11.34,0,160,0,10.06,21,10.7,6,JH/JW,,,-0.324,
June_27,9,22,10,11.34,0,160,0,10.06,21,10.7,4,JH/JW,,,-0.324,
June_27,9,22,10,11.34,0,160,0,10.06,21,10.7,5,JH/JW,,,-0.324,
June_28,9,23,10,9.1009,0,0,0.5,10.3,21.3,9.70045,,JH,,,-0.353,
