TankNum,Month,Day ,Year,ExptDay,DaphniaC1Adult,DaphniaC1Juv,DaphniaC2Adult,DaphniaC2Juv,DaphniaC3,DaphniaC3Juv,DaphniaC4Adult,DaphniaC4Juv,CerioC1,CerioC2,CerioC3,CerioC4,Invaded (Y/N),Species1,Count1,Species2,Count2,Snails,Liters,Notes,Observer,EnteredBy,CheckedBy
28,February,1,2019,8,0,0,0,2,2,0,2,1,,,,,n,,,,,3,1,1 dead,,Ofure,
28,February,5,2019,12,7,2,1,8,0,6,5,6,,,,,n,,,,,2,0.85,1 dead,,Ofure,
28,February,8,2019,15,6,18,3,14,6,14,14,16,,,,,n,,,,,2,0.85,1 dead,,Ofure,
28,February,12,2019,19,10,28,11,32,16,35,10,39,,,,,n,,,,,2,0.78,,,Ofure,
28,February,15,2019,22,53,64,18,64,24,45,46,61,,,,,n,,,,,2,0.72,,,Ofure,
28,February,19,2019,26,4,18,19,39,13,43,5,31,,,,,n,,,,,2,0.65,,,Ofure,
28,February,22,2019,29,35,52,41,56,23,43,51,52,,,,,n,,,,,1,0.62,,,Ofure,
28,February,26,2019,33,59,22,64,34,62,33,48,22,,,,,n,,,,,1,0.6,,,Ofure,
28,March,1,2019,36,117,17,55,25,54,16,53,18,,,,,n,,,,,1,0.5,,,Ofure,
28,March,5,2019,40,126,162,118,161,137,148,123,136,,,,,n,,,,,1,0.56,,,Ofure,
29,January,25,2019,1,1,0,1,0,1,0,1,0,,,,,n,,,,,,1,,,Ofure,
29,January,29,2019,5,0,0,0,0,0,0,0,0,,,,,n,,,,,,1,,,Ofure,
29,February,1,2019,8,2,0,0,0,3,1,1,0,,,,,n,,,,,,0.9,,,Ofure,
29,February,5,2019,12,4,5,6,8,3,5,3,4,,,,,n,,,,,,0.9,,,Ofure,
29,February,8,2019,15,3,28,2,21,2,25,8,23,,,,,n,,,,,,0.9,,,Ofure,
29,February,12,2019,19,22,67,26,68,11,57,21,69,,,,,n,,,,,,0.74,,,Ofure,
29,February,15,2019,22,43,76,26,79,26,93,18,75,,,,,n,,,,,,0.68,,,Ofure,
29,February,19,2019,26,32,26,23,33,10,29,8,28,,,,,n,,,,,,0.66,,,Ofure,
29,February,22,2019,29,14,64,17,53,27,67,16,60,,,,,n,,,,,,0.6,,,Ofure,
29,February,26,2019,33,49,39,43,44,40,25,24,29,,,,,n,,,,,,0.6,,,Ofure,
29,March,1,2019,36,59,28,41,23,38,22,78,23,,,,,n,,,,,,0.6,,,Ofure,
29,March,5,2019,40,118,97,98,126,80,126,94,133,,,,,n,,,,,,0.6,,,Ofure,
29,January,25,2019,1,1,0,1,0,1,0,1,0,,,,,n,,,,,,1,,,Ofure,
30,January,29,2019,5,1,1,3,2,0,2,0,2,,,,,n,,,,,,0.8,,,Ofure,
30,February,1,2019,8,3,2,0,0,5,2,1,0,,,,,n,,,,,,1,,,Ofure,
30,February,5,2019,12,19,5,6,2,3,7,7,5,,,,,n,,,,,,0.9,,,Ofure,
30,February,8,2019,15,9,34,10,24,1,37,1,36,,,,,n,,,,,,0.9,,,Ofure,
30,February,12,2019,19,9,68,17,44,5,59,7,40,,,,,n,,,,,,0.78,,,Ofure,
30,February,15,2019,22,24,39,33,47,20,51,13,55,,,,,n,,,,,,0.7,,,Ofure,
30,February,19,2019,26,13,12,32,15,15,28,25,10,,,,,n,,,,,,0.66,,,Ofure,
30,February,22,2019,29,31,13,34,34,26,36,57,54,,,,,n,,,,,,0.56,,,Ofure,
30,February,26,2019,33,77,99,75,89,70,62,84,87,,,,,n,,,,,,0.58,,,Ofure,
30,March,1,2019,36,115,88,86,81,78,75,127,100,,,,,n,,,,,,0.5,,,Ofure,
30,March,5,2019,40,172,52,137,47,146,59,137,45,,,,,n,,,,,,0.58,,,Ofure,
32,January,25,2019,1,,,,,,,,,6,6,6,6,n,,,,,,1,,,Ofure,
32,January,29,2019,5,,,,,,,,,3,2,3,2,n,,,,,,,,,Ofure,
32,February,1,2019,8,,,,,,,,,0,1,0,0,n,,,,,,1.1,,,Ofure,
32,February,5,2019,12,,,,,,,,,0,0,0,0,n,,,,,,1,,,Ofure,
32,February,8,2019,15,,,,,,,,,0,0,0,0,n,,,,,,0.9,,,Ofure,
32,February,12,2019,19,,,,,,,,,0,0,0,0,n,,,,,,0.8,,,Ofure,
32,February,15,2019,22,,,,,,,,,0,0,0,0,n,,,,,,0.8,,,Ofure,
32,February,19,2019,26,,,,,,,,,0,0,0,0,n,,,,,,0.8,,,Ofure,
32,February,22,2019,29,,,,,,,,,0,0,0,0,n,,,,,,0.72,,,Ofure,
32,February,26,2019,33,,,,,,,,,0,0,0,0,n,,,,,,0.74,,,Ofure,
32,March,1,2019,36,,,,,,,,,0,0,0,0,n,,,,,,0.7,,,Ofure,
32,March,5,2019,40,,,,,,,,,0,0,0,0,n,,,,,,0.6,,,Ofure,
33,January,25,2019,1,0.5,0,0.5,0,0.5,0,0.5,0,3,3,3,3,n,,,,,,1,,,Ofure,
33,January,29,2019,5,0,0,0,0,1,0,1,0,0,1,0,0,n,,,,,,1,,,Ofure,
33,February,1,2019,8,0,0,1,0,0,0,0,0,0,0,0,0,n,,,,,,1,,,Ofure,
33,February,5,2019,12,0,0,1,0,0,0,1,0,0,0,0,0,n,,,,,,0.9,,,Ofure,
33,February,8,2019,15,11,2,0,11,1,6,3,4,0,0,0,0,n,,,,,,0.8,,,Ofure,
33,February,12,2019,19,6,18,1,19,11,18,9,28,0,0,0,0,n,,,,,,0.8,,,Ofure,
33,February,15,2019,22,13,23,4,28,9,21,12,17,0,0,0,0,n,,,,,,0.74,,,Ofure,
33,February,19,2019,26,21,69,18,65,15,57,15,64,0,0,0,0,n,,,,,,0.7,,,Ofure,
33,February,22,2019,29,3,53,13,48,17,40,11,41,0,0,0,0,n,,,,,,0.66,,,Ofure,
33,February,26,2019,33,78,64,18,74,21,6,15,62,0,0,0,0,n,,,,,,0.64,,,Ofure,
33,March,1,2019,36,28,38,22,50,38,56,91,49,0,0,0,0,n,,,,,,0.58,,,Ofure,
33,March,5,2019,40,40,39,38,39,33,35,40,48,0,0,0,0,n,,,,,,0.56,,,Ofure,
35,January,25,2019,1,,,,,,,,,6,6,6,6,n,,,,,,1,,,Ofure,
35,January,29,2019,5,,,,,,,,,0,0,2,0,n,,,,,,1.05,,,Ofure,
35,February,1,2019,8,,,,,,,,,0,0,0,0,n,,,,,,1,,,Ofure,
35,February,5,2019,12,,,,,,,,,0,0,0,0,n,,,,,,0.9,,,Ofure,
35,February,8,2019,15,,,,,,,,,0,0,0,0,n,,,,,,0.8,,,Ofure,
35,February,12,2019,19,,,,,,,,,0,0,0,0,n,,,,,,0.75,,,Ofure,
35,February,15,2019,22,,,,,,,,,0,0,0,0,n,,,,,,0.7,,,Ofure,
35,February,19,2019,26,,,,,,,,,0,0,0,0,n,,,,,,0.66,,,Ofure,
35,February,22,2019,29,,,,,,,,,0,0,0,0,n,,,,,,0.6,,,Ofure,
35,February,26,2019,33,,,,,,,,,0,0,0,0,n,,,,,,0.64,,,Ofure,
35,March,1,2019,36,,,,,,,,,0,0,0,0,n,,,,,,0.58,,,Ofure,
35,March,5,2019,40,,,,,,,,,0,0,0,0,n,,,,,,0.4,,,Ofure,
36,January,25,2019,1,,,,,,,,,6,6,6,6,n,,,,,,1,,,Ofure,
36,January,29,2019,5,,,,,,,,,0,1,1,0,n,,,,,,1,,,Ofure,
36,February,1,2019,8,,,,,,,,,0,0,0,0,n,,,,,,1,,,Ofure,
36,February,5,2019,12,,,,,,,,,0,0,0,0,n,,,,,,1,,,Ofure,
36,February,8,2019,15,,,,,,,,,0,0,0,0,n,,,,,,0.85,,,Ofure,
36,February,12,2019,19,,,,,,,,,0,0,0,0,n,,,,,,0.8,,,Ofure,
36,February,15,2019,22,,,,,,,,,0,0,0,0,n,,,,,,0.72,,,Ofure,
36,February,19,2019,26,,,,,,,,,0,0,0,0,n,,,,,,0.7,,,Ofure,
36,February,22,2019,29,,,,,,,,,0,0,0,0,n,,,,,,0.68,,,Ofure,
36,February,26,2019,33,,,,,,,,,0,0,0,0,n,,,,,,0.7,,,Ofure,
36,March,1,2019,36,,,,,,,,,0,0,0,0,n,,,,,,0.62,,,Ofure,
36,March,5,2019,40,,,,,,,,,0,0,0,0,n,,,,,,0.6,,,Ofure,
37,January,25,2019,1,1,0,1,0,1,0,1,0,,,,,n,,,,,,1,,,Ofure,
37,January,29,2019,5,2,2,0,2,1,1,0,0,,,,,n,,,,,3,0.85,,,Ofure,
37,February,1,2019,8,3,3,0,2,2,1,2,2,,,,,n,,,,,2,0.92,1 dead,,Ofure,
37,February,5,2019,12,3,8,1,6,0,6,1,7,,,,,n,,,,,2,0.8,,,Ofure,
37,February,8,2019,15,2,13,4,17,2,12,12,20,,,,,n,,,,,2,0.7,,,Ofure,
37,February,12,2019,19,18,17,9,16,21,19,12,15,,,,,n,,,,,2,0.65,,,Ofure,
37,February,15,2019,22,35,20,21,20,10,15,16,29,,,,,n,,,,,2,0.65,,,Ofure,
37,February,19,2019,26,18,21,12,16,16,15,11,10,,,,,n,,,,,2,0.6,,,Ofure,
37,February,22,2019,29,22,36,29,55,33,61,32,50,,,,,n,,,,,2,0.56,,,Ofure,
37,February,26,2019,33,49,52,88,43,61,69,94,102,,,,,n,,,,,2,0.52,,,Ofure,
37,March,1,2019,36,61,133,112,125,99,99,83,81,,,,,n,,,,,2,0.3,,,Ofure,
37,March,5,2019,40,40,31,36,41,31,50,39,41,,,,,y,,,ostracod,1,2,0.48,,,Ofure,
38,January,25,2019,1,1,0,1,0,1,0,1,0,3,3,3,3,n,,,,,,1,,,Ofure,
38,January,29,2019,5,2,0,1,0,1,0,0,0,0,0,1,0,n,,,,,,0.9,,,Ofure,
38,February,1,2019,8,0,0,0,1,1,1,1,0,0,0,0,0,n,,,,,,0.9,,,Ofure,
38,February,5,2019,12,4,7,1,8,1,2,0,6,0,0,0,0,n,,,,,,0.85,,,Ofure,
38,February,8,2019,15,7,13,5,17,4,15,6,14,0,0,0,0,n,,,,,,0.7,,,Ofure,
38,February,12,2019,19,11,28,13,38,18,19,17,30,0,0,0,0,y,copepod,2,,,,0.65,,,Ofure,
38,February,15,2019,22,4,63,16,54,8,36,11,36,0,0,0,0,n,,,,,,0.7,,,Ofure,
38,February,19,2019,26,48,80,26,49,23,42,38,37,0,0,0,0,n,,,,,,0.5,,,Ofure,
38,February,22,2019,29,52,32,48,39,40,20,51,48,0,0,0,0,n,,,,,,0.54,,,Ofure,
38,February,26,2019,33,72,19,49,31,80,41,69,34,0,0,0,0,n,,,,,,0.56,,,Ofure,
38,March,1,2019,36,78,49,75,40,51,28,86,45,0,0,0,0,n,,,,,,0.48,,,Ofure,
38,March,5,2019,40,108,31,110,46,94,32,99,37,0,0,0,0,y,snail,1,,,1,0.4,1 snail moved to  37,,Ofure,
42,January,28,2019,1,0.5,0,0.5,0,0.5,0,0.5,0,3,3,3,3,n,,,,,,1,,,lsb,Ofure
42,January,31,2019,4,0,0,1,0,0,0,0,0,0,0,0,0,n,,,,,3,1,,,lsb,Ofure
42,February,4,2019,8,1,0,0,0,1,0,0,0,0,0,0,0,n,,,,,4,0.95,,,lsb,Ofure
42,February,7,2019,11,0,1,2,6,0,1,1,1,0,0,0,0,y,ostacod,1,,,4,0.95,,,lsb,Ofure
42,February,11,2019,15,4,14,8,3,5,7,6,7,0,0,0,0,n,,,,,2,0.82,,,lsb,Ofure
42,February,14,2019,18,3,22,4,20,6,28,2,13,0,0,0,0,n,,,,,2,0.7,,,lsb,Ofure
42,February,18,2019,22,25,67,12,55,18,52,10,57,0,0,0,0,n,,,,,0,0.72,,,lsb,Ofure
42,February,21,2019,25,30,84,11,51,14,51,7,27,0,0,0,0,n,,,,,0,0.68,,,lsb,Ofure
42,February,25,2019,29,67,87,14,56,22,62,49,62,0,0,0,0,n,,,,,0,0.64,,,lsb,Ofure
42,February,28,2019,32,38,78,16,62,41,59,24,60,0,0,0,0,y,ostracod,1,,,0,0.7,,,lsb,Ofure
42,March,4,2019,36,77,63,53,58,45,76,39,79,0,0,0,0,n,,,,,0,0.56,some eggs,,lsb,Ofure
42,March,7,2019,39,28,57,63,74,56,62,54,66,0,0,0,0,n,,,,,0,0.44,,,lsb,Ofure
43,January,28,2019,1,0.5,0,0.5,0,0.5,0,0.5,0,3,3,3,3,n,,,,,,1,,,lsb,Ofure
43,January,31,2019,4,0,0,1,0,2,0,1,0,0,0,0,0,y,osterpod,1,,,4,1,,,lsb,Ofure
43,February,4,2019,8,2,0,1,0,1,0,0,0,0,0,0,0,n,,,,,2,1,,,lsb,Ofure
43,February,7,2019,11,0,3,0,5,0,3,0,3,0,0,0,0,n,,,,,2,1,,,lsb,Ofure
43,February,11,2019,15,1,8,4,4,3,6,3,8,0,0,0,0,y,osterpod,2,,,2,0.78,,,lsb,Ofure
43,February,14,2019,18,4,8,9,18,2,26,4,27,0,0,0,0,y,osterpod,1,,,2,0.7,,,lsb,Ofure
43,February,18,2019,22,11,40,13,52,8,40,15,56,0,0,0,0,n,,,,,2,0.78,,,lsb,Ofure
43,February,21,2019,25,26,51,3,19,11,59,22,48,0,0,0,0,n,,,,,2,0.7,,,lsb,Ofure
43,February,25,2019,29,35,140,45,126,74,153,57,103,0,0,0,0,n,,,,,1,0.7,egg mass,,lsb,Ofure
43,February,28,2019,32,41,196,54,254,41,157,55,167,0,0,0,0,n,,,,,1,0.72,,,lsb,Ofure
43,March,4,2019,36,113,358,130,338,125,298,78,354,0,0,0,0,y,osterpod,1,,,1,0.6,daph eggs,,lsb,Ofure
43,March,7,2019,39,111,263,112,244,93,255,68,203,0,0,0,0,n,,,,,1,0.6,,,lsb,Ofure
44,January,28,2019,1,1,0,1,0,1,0,1,0,,,,,n,,,,,,1,,,lsb,Ofure
44,January,31,2019,4,1,0,1,0,2,0,0,1,,,,,n,,,,,,0.8,,,lsb,Ofure
44,February,4,2019,8,2,0,0,0,0,0,0,0,,,,,n,,,,,5,0.9,,,lsb,Ofure
44,February,7,2019,11,0,3,0,2,0,3,1,0,,,,,y,osterpod,1,,,5,0.95,,,lsb,Ofure
44,February,11,2019,15,20,24,2,9,2,7,2,7,,,,,n,,,,,,0.8,,,lsb,Ofure
44,February,14,2019,18,7,34,8,26,1,36,7,28,,,,,y,osterpod,1,,,3,0.7,,,lsb,Ofure
44,February,18,2019,22,26,49,13,33,17,33,13,55,,,,,n,,,,,1,0.7,,,lsb,Ofure
44,February,21,2019,25,10,21,11,12,16,47,23,18,,,,,n,,,,,1,0.7,,,lsb,Ofure
44,February,25,2019,29,41,31,44,51,33,44,63,34,,,,,n,,,,,2,0.6,added a snail from ,,lsb,Ofure
44,February,28,2019,32,29,50,69,33,19,26,28,40,,,,,y,ostracod,1,,,2,0.7,egg mass,,lsb,Ofure
44,March,4,2019,36,30,28,44,36,54,27,50,29,,,,,n,,,,,2,0.5,,,lsb,Ofure
44,March,7,2019,39,40,39,42,56,39,54,36,31,,105,,,y,ceriodaphnia,105,,,3,0.5,,,lsb,Ofure
46,January,28,2019,1,,,,,,,,,6,6,6,6,n,,,,,,1,,,lsb,Ofure
46,January,31,2019,4,,,,,,,,,0,1,0,0,n,,,,,,1,so many dead,,lsb,Ofure
46,February,4,2019,8,,,,,,,,,0,0,0,0,n,,,,,,1,,,lsb,Ofure
46,February,7,2019,11,,,,,,,,,0,0,0,0,n,,,,,,0.85,,,lsb,Ofure
46,February,11,2019,15,,,,,,,,,0,0,0,0,n,,,,,,0.7,,,lsb,Ofure
46,February,14,2019,18,,,,,,,,,0,0,0,0,n,,,,,,0.8,,,lsb,Ofure
46,February,18,2019,22,,,,,,,,,0,0,0,0,y,snail,1,,,,0.7,1 snail moved to 47,,lsb,Ofure
46,February,21,2019,25,,,,,,,,,0,0,0,0,n,,,,,,0.62,,,lsb,Ofure
46,February,25,2019,29,,,,,,,,,0,0,0,0,n,,,,,,0.6,,,lsb,Ofure
46,February,28,2019,32,,,,,,,,,0,0,0,0,n,,,,,,0.68,,,lsb,Ofure
46,March,4,2019,36,,,,,,,,,0,0,0,0,n,,,,,,0.58,,,lsb,Ofure
46,March,7,2019,39,,,,,,,1,,0,0,0,0,y,dapnia,1,,,,0.42,,,lsb,Ofure
47,January,28,2019,1,0.5,0,0.5,0,0.5,0,0.5,0,3,3,3,3,n,,,,,4,1,,,lsb,Ofure
47,January,31,2019,4,0,0,0,0,0,0,0,0,0,0,0,0,y,osterpod,1,,,4,1.1,dead cerio,,lsb,Ofure
47,February,4,2019,8,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,3,1,,,lsb,Ofure
47,February,7,2019,11,1,1,1,0,0,0,0,0,0,0,0,0,n,,,,,3,0.85,,,lsb,Ofure
47,February,11,2019,15,1,2,1,5,2,4,3,2,0,0,0,0,y,tube worm,1,,,1,0.8,,,lsb,Ofure
47,February,14,2019,18,0,9,5,9,4,10,2,7,0,0,0,0,n,,,,,1,0.71,,,lsb,Ofure
47,February,18,2019,22,11,25,16,27,8,25,10,39,0,0,0,0,n,,,,,3,0.74,,,lsb,Ofure
47,February,21,2019,25,6,29,7,24,2,17,6,35,0,0,0,0,n,,,,,2,0.66,,,lsb,Ofure
47,February,25,2019,29,20,25,9,32,20,22,13,33,0,0,0,0,n,,,,,2,0.64,,,lsb,Ofure
47,February,28,2019,32,17,41,8,27,7,28,10,32,0,0,0,0,y,snail,2,,,4,,added 2 snails from 49,,lsb,Ofure
47,March,4,2019,36,18,50,33,34,29,65,8,61,0,0,0,0,n,,,,,4,0.6,,,lsb,Ofure
47,March,7,2019,39,35,45,50,65,45,39,23,59,0,0,0,0,n,,,,,4,0.5,egg mass,,lsb,Ofure
48,January,28,2019,1,0.5,0,0.5,0,0.5,0,0.5,0,3,3,3,3,n,,,,,4,1,,,lsb,Ofure
48,January,31,2019,4,0,0,1,0,0,0,0,1,1,1,1,0,y,osterpod,1,,,4,1.05,,,lsb,Ofure
48,February,4,2019,8,4,0,1,0,2,0,2,0,0,0,0,0,n,,,,,3,0.95,,,lsb,Ofure
48,February,7,2019,11,0,3,0,3,2,1,0,1,0,0,0,0,n,,,,,4,0.9,,,lsb,Ofure
48,February,11,2019,15,4,8,2,13,1,0,2,6,0,0,0,0,n,,,,,4,0.8,,,lsb,Ofure
48,February,14,2019,18,2,19,2,14,2,13,6,23,0,0,0,0,n,,,,,4,0.72,,,lsb,Ofure
48,February,18,2019,22,12,36,9,34,27,44,10,27,0,0,0,0,n,,,,,4,0.75,,,lsb,Ofure
48,February,21,2019,25,11,30,41,33,41,51,60,51,0,0,0,0,n,,,,,4,0.66,egg mass,,lsb,Ofure
48,February,25,2019,29,50,107,23,150,52,206,52,156,0,0,0,0,n,,,,,4,0.6,,,lsb,Ofure
48,February,28,2019,32,60,328,39,301,36,310,84,197,0,0,0,0,n,,,,,2,0.7,,,lsb,Ofure
48,March,4,2019,36,34,247,55,247,42,190,51,181,0,0,0,0,y,osterpod,1,,,1,0.58,"some daphnia eggs, one dead snail",,lsb,Ofure
48,March,7,2019,39,38,177,32,186,23,200,41,146,0,0,0,0,y,ostracod,2,,,1,0.48,,,lsb,Ofure
49,January,28,2019,1,,,,,,,,,6,6,6,6,n,,,,,,1,,,lsb,Ofure
49,January,31,2019,4,,,,,,,,,3,1,2,1,n,,,,,,1.05,,,lsb,Ofure
49,February,4,2019,8,,,,,,,,,0,0,0,0,n,,,,,,0.95,1 snail moved to 48,,lsb,Ofure
49,February,7,2019,11,,,,,,,,,0,0,0,0,n,,,,,,0.95,,,lsb,Ofure
49,February,11,2019,15,,,,,,,,,0,0,0,0,n,,,,,,0.76,,,lsb,Ofure
49,February,14,2019,18,,,,,,,,,0,0,0,0,y,adult dapnia,1,,,,0.74,,,lsb,Ofure
49,February,18,2019,22,,,,,,,,,0,0,0,0,y,copepod,1,,,,0.7,,,lsb,Ofure
49,February,21,2019,25,,,,,,,,,0,0,0,0,n,,,,,,0.62,,,lsb,Ofure
49,February,25,2019,29,,,,,,,,,0,0,0,0,y,snail,2,,,,0.6, 2 snail moved to 47,,lsb,Ofure
49,February,28,2019,32,,,,,,,,,0,0,0,0,n,,,,,,0.68,,,lsb,Ofure
49,March,4,2019,36,,,,,,,,,0,0,0,0,n,,,,,,0.58,,,lsb,Ofure
49,March,7,2019,39,,,,,,,2,,0,0,0,0,y,adult daphnia,2,,,,0.48,,,lsb,Ofure
50,January,28,2019,1,,,,, ,,,,,,,,n,,,,,,1,,,lsb,Ofure
50,January,31,2019,4,0,0,4,0,1,0,1,0,,,,,n,,,,,,1,,,lsb,Ofure
50,February,4,2019,8,2,0,0,0,0,0,1,0,,,,,n,,,,,,1.1,,,lsb,Ofure
50,February,7,2019,11,2,1,1,7,1,2,0,1,,,,,n,,,,,,1.05,,,lsb,Ofure
50,February,11,2019,15,1,3,1,9,0,0,1,4,,,,,n,,,,,,0.9,,,lsb,Ofure
50,February,14,2019,18,3,30,4,25,5,20,5,26,,,,,n,,,,,,0.78,,,lsb,Ofure
50,February,18,2019,22,12,41,17,48,10,46,14,54,,,,,n,,,,,,0.48,,,lsb,Ofure
50,February,21,2019,25,7,7,10,8,9,8,11,9,,,,,n,,,,,,0.7,,,lsb,Ofure
50,February,25,2019,29,68,30,66,51,25,43,28,40,,,,,n,,,,,,0.6,,,lsb,Ofure
50,February,28,2019,32,66,90,41,56,42,89,49,56,,,,,n,,,,,,0.7,,,lsb,Ofure
50,March,4,2019,36,71,69,95,77,59,69,123,81,,,,,n,,,,,,0.6,,,lsb,Ofure
50,March,7,2019,39,158,140,144,148,144,145,159,104,,,,,n,,,,,,0.56,added 75ml of water,,lsb,Ofure
52,January,28,2019,1,0.5,0,0.5,0,0.5,0,0.5,0,3,3,3,3,n,,,,,,1,,,lsb,Ofure
52,January,31,2019,4,0,0,0,0,0,0,1,0,0,0,2,1,n,,,,,,,,,lsb,Ofure
52,February,4,2019,8,1,0,1,1,1,0,0,1,0,0,0,0,n,,,,,,1,,,lsb,Ofure
52,February,7,2019,11,0,4,0,4,1,4,1,7,0,0,0,0,y,snail,1,,,,1,1 snail moved to 53,,lsb,Ofure
52,February,11,2019,15,7,22,11,35,8,24,8,20,0,0,0,0,y,tube worm,,,,,0.72,,,lsb,Ofure
52,February,14,2019,18,11,41,12,53,5,37,14,53,0,0,0,0,n,,,,,,0.7,,,lsb,Ofure
52,February,18,2019,22,15,81,9,49,8,55,12,60,0,0,0,0,n,,,,,,0.7,,,lsb,Ofure
52,February,21,2019,25,11,55,5,35,13,34,12,39,0,0,0,0,n,,,,,,0.64,,,lsb,Ofure
52,February,25,2019,29,19,36,47,25,38,12,18,24,0,0,0,0,n,,,,,,0.6,,,lsb,Ofure
52,February,28,2019,32,30,14,34,29,15,16,26,25,0,0,0,0,n,,,,,,0.66,,,lsb,Ofure
52,March,4,2019,36,52,21,59,20,55,22,50,21,0,0,0,0,n,,,,,,0.6,,,lsb,Ofure
52,March,7,2019,39,35,4,54,6,49,13,52,8,0,0,0,0,n,,,,,,0.5,,,lsb,Ofure
53,January,28,2019,1,0.5,0,0.5,0,0.5,0,0.5,0,3,3,3,3,n,,,,,,1,,,lsb,Ofure
53,January,31,2019,4,1,0,1,0,1,0,1,0,0,0,1,0,n,,,,,3,1.1,1 snail dead,,lsb,Ofure
53,February,4,2019,8,0,1,0,4,1,1,1,1,0,0,0,0,n,,,,,4,0.85,,,lsb,Ofure
53,February,7,2019,11,0,3,1,5,1,7,2,6,0,0,0,0,n,,,,,4,1,,,lsb,Ofure
53,February,11,2019,15,0,19,7,17,7,12,10,14,0,0,0,0,n,,,,,4,0.82,,,lsb,Ofure
53,February,14,2019,18,4,47,11,46,10,50,11,41,0,0,0,0,n,,,,,4,0.8,,,lsb,Ofure
53,February,18,2019,22,18,50,6,53,9,73,15,56,0,0,0,0,y,copepod,1,,,3,0.78,egg mass,,lsb,Ofure
53,February,21,2019,25,36,57,12,29,32,38,10,21,0,0,0,0,n,,,,,3,0.72,,,lsb,Ofure
53,February,25,2019,29,34,45,33,44,56,48,52,49,0,0,0,0,n,,,,,3,0.64,,,lsb,Ofure
53,February,28,2019,32,46,83,50,71,33,44,54,55,0,0,0,0,y,copepod,1,,,3,0.7,,,lsb,Ofure
53,March,4,2019,36,51,73,39,62,50,77,42,60,0,0,0,0,n,,,,,3,6,,,lsb,Ofure
53,March,7,2019,39,30,49,32,41,36,58,31,50,0,0,0,0,y,copepod,1,,,3/2,0.56,,,lsb,Ofure
54,January,28,2019,1,0.5,0,0.5,0,0.5,0,0.5,0,3,3,3,3,n,,,,,,1,,,lsb,Ofure
54,January,31,2019,4,0,0,1,0,0,0,1,0,0,0,1,0,n,,,,,,,,,lsb,Ofure
54,February,4,2019,8,0,0,2,0,1,0,1,0,0,0,0,0,n,,,,,,,,,lsb,Ofure
54,February,7,2019,11,0,0,0,0,0,1,0,1,0,0,0,0,n,,,,,,0.85,,,lsb,Ofure
54,February,11,2019,15,6,2,0,6,3,4,0,1,0,0,0,0,n,,,,,,0.78,,,lsb,Ofure
54,February,14,2019,18,11,12,9,6,6,7,2,5,0,0,0,0,n,,,,,,0.7,,,lsb,Ofure
54,February,18,2019,22,16,17,16,34,19,37,14,21,0,0,0,0,n,,,,,,0.64,,,lsb,Ofure
54,February,21,2019,25,16,23,16,14,5,8,9,10,0,0,0,0,n,,,,,,0.6,,,lsb,Ofure
54,February,25,2019,29,42,62,41,63,27,53,48,70,0,0,0,0,n,,,,,,0.58,,,lsb,Ofure
54,February,28,2019,32,48,96,45,103,46,76,27,95,0,0,0,0,n,,,,,,0.6,,,lsb,Ofure
54,March,4,2019,36,103,109,151,99,100,105,27,92,0,0,0,0,n,,,,,,0.58,some daphnia eggs,,lsb,Ofure
54,March,7,2019,39,114,70,112,74,135,72,198,105,0,0,0,0,n,,,,,,0.56,,,lsb,Ofure
55,January,28,2019,1,,,,,,,,,,,,,n,,,,,,1,,,lsb,Ofure
55,January,31,2019,4,0,0,1,1,0,0,1,0,,,,,n,,,,,,0.8,,,lsb,Ofure
55,February,4,2019,8,1,0,0,0,1,0,0,0,,,,,n,,,,,,,,,lsb,Ofure
55,February,7,2019,11,0,3,0,2,3,5,0,1,,,,,n,,,,,,0.9,,,lsb,Ofure
55,February,11,2019,15,1,5,0,10,0,9,2,5,,,,,n,,,,,,0.7,,,lsb,Ofure
55,February,14,2019,18,1,28,7,24,3,23,5,26,,,,,n,,,,,,0.68,,,lsb,Ofure
55,February,18,2019,22,15,45,21,61,8,51,9,39,,,,,n,,,,,,0.62,,,lsb,Ofure
55,February,21,2019,25,22,37,12,47,12,28,15,41,,,,,n,,,,,,0.6,,,lsb,Ofure
55,February,25,2019,29,32,41,35,56,36,62,28,39,,,,,n,,,,,,0.5,,,lsb,Ofure
55,February,28,2019,32,21,33,24,47,27,43,31,42,,,,,n,,,,,,0.6,,,lsb,Ofure
55,March,4,2019,36,95,100,64,49,46,36,48,54,,,,,n,,,,,,0.5,,,lsb,Ofure
55,March,7,2019,39,62,36,41,28,60,42,42,46,,,,,n,,,,,,0.46,,,lsb,Ofure
56,January,28,2019,1,1,0,1,0,1,0,1,0,,,,,n,,,,,,1,,,lsb,Ofure
56,January,31,2019,4,,,,,,,,,,,,,n,,,,,,,,,lsb,Ofure
56,February,4,2019,8,0,0,1,0,3,0,1,0,,,,,n,,,,,,,,,lsb,Ofure
56,February,7,2019,11,3,6,0,3,0,9,1,4,,,,,n,,,,,3,0.85,,,lsb,Ofure
56,February,11,2019,15,6,35,7,26,5,10,5,12,,,,,n,,,,,,0.7,,,lsb,Ofure
56,February,14,2019,18,0,24,5,30,8,29,12,34,,,,,n,,,,,3,0.6,,,lsb,Ofure
